Date,Price,Open,High,Low,Change %,short_mavg,long_mavg,signal,EMA10,EMA30,EMA200,ROC10,ROC30,MOM10,MOM30,RSI10,RSI30,RSI200,%K10,%D10,%K30,%D30,%K200,%D200,target_return,target_direction
2020-11-18,1.1852,1.1863,1.1893,1.1849,-0.0008,1.18299,1.1785733333333337,1.0,1.1821322928865832,1.1789324809081991,1.1553346202175798,0.2622451569241268,0.79945568974316,0.0130000000000001,0.0092,59.07033275441229,54.723197560684376,55.21083366973589,67.14285714285745,75.58810274898615,78.23343848580461,79.2849631966352,88.29941860465115,88.54166666666663,0.0017718528518393395,1
2020-11-19,1.1873,1.1854,1.1883,1.1816,0.0018,1.18351,1.17866,1.0,1.1830718759981136,1.1794723215618603,1.1557007715621554,0.0084231805929909,0.4144113667117833,0.0052,0.0115,61.9162004847761,55.61495679956432,55.31614596201132,72.72727272727295,73.64756169172585,84.85804416403805,81.38801261829663,89.82558139534882,89.02616279069764,-0.0016844942306072364,0
2020-11-20,1.1853,1.1875,1.1892,1.185,-0.0017000000000000001,1.18332,1.1785766666666668,1.0,1.1834769894530022,1.17984830127999,1.156039310248766,0.3386100059256754,0.3386100059256754,-0.0019,0.0029000000000001,57.67278449228006,54.556310654143815,55.19193231690182,61.36363636363647,67.07792207792228,78.54889589905379,80.54679284963215,88.3720930232558,88.83236434108524,-0.0010967687505273327,0
2020-11-23,1.184,1.1853,1.1907,1.18,-0.0011,1.18359,1.178416666666667,1.0,1.183572082279729,1.1801161531195827,1.1563586334000078,0.2200778737091532,0.8174386920980782,0.0026999999999999,0.0026999999999999,54.9527668431826,53.86683758143249,55.11108852832784,58.64197530864102,64.24429479985014,74.44794952681376,79.2849631966352,87.42732558139528,88.54166666666663,0.004054054054054124,1
2020-11-24,1.1888,1.1842,1.1896,1.1837,0.0040999999999999995,1.18433,1.17838,1.0,1.1845226127743238,1.1806764019105611,1.1567285839207622,0.9425150717500306,1.2089221862761783,0.0074,0.0143999999999999,62.25584410073462,55.99122041315008,55.35376668477375,88.27160493827152,69.425738870183,89.58990536277642,80.86225026288132,90.91569767441864,88.9050387596899,0.0021029609690443873,1
2020-11-25,1.1913,1.1891,1.1931,1.1881,0.0021,1.18569,1.17848,1.0,1.185754864997174,1.181361796028243,1.157122252650035,0.9234157912572122,1.7683239364428445,0.0136,0.0166999999999999,65.49325640014081,57.05668052774564,55.479753432321296,89.59537572254327,78.83631865648526,94.49541284403662,86.17775591120893,92.73255813953487,90.35852713178292,0.0,0
2020-11-26,1.1913,1.1916,1.1942,1.1885,0.0,1.18678,1.178586666666667,1.0,1.1867630713613244,1.1820029710841111,1.1575108802215028,0.6845841784989855,1.6641065028161866,0.0109000000000001,0.0206999999999999,65.49325640014081,57.05668052774564,55.479753432321296,79.72027972028037,85.86242012703171,91.42011834319553,91.83514551666951,92.73255813953487,92.12693798449612,0.004113153697641092,1
2020-11-27,1.1962,1.1914,1.1965,1.1907,0.0040999999999999995,1.18808,1.1787933333333334,1.0,1.1884788765683565,1.1829189092434649,1.157950181566186,0.9195984139036456,1.665816760156369,0.0129999999999999,0.0243999999999999,71.42413158981763,59.1319949068633,55.727089823619536,98.1818181818184,89.16582454154734,99.16897506925216,95.02816875216143,96.29360465116272,93.91957364341084,-0.002842334057849727,0
2020-11-30,1.1928,1.1957,1.2005,1.1923,-0.0028000000000000004,1.18883,1.1789783333333337,1.0,1.1892645353741098,1.183556399497041,1.158345334042801,0.5648764859624105,0.9051687674477756,0.0075,0.0161999999999999,63.06699884979257,57.14952324156912,55.51202110136195,62.439024390244725,80.11370743078115,80.79800498753154,90.4623661333264,93.82267441860468,94.28294573643409,0.011904761904761862,1
2020-12-01,1.207,1.1928,1.2077,1.1926,0.011899999999999999,1.19092,1.1794633333333333,1.0,1.1924891653060898,1.185068891022521,1.158896250942369,1.8393520080999024,1.762077396509581,0.0209000000000001,0.0249000000000001,76.06376082452944,62.57108468064345,56.22120849401181,97.47292418772592,86.03125558659633,98.52008456659637,92.82902154112668,99.51388888888894,96.5433893195521,0.0037282518641259532,1
2020-12-02,1.2115,1.207,1.2119,1.2039,0.0037,1.19355,1.1799849999999998,1.0,1.1959456807049826,1.1867741250942478,1.1594910667837588,2.0382380190347846,2.530467163168588,0.0262999999999999,0.0254,78.70268590993783,64.0617266980095,56.44235688872747,98.74608150470232,86.21934336089099,99.22330097087388,92.8471301750006,99.7300944669366,97.68888592481008,0.0020635575732561584,1
2020-12-03,1.214,1.2115,1.2176,1.21,0.0021,1.1962199999999998,1.18053,1.0,1.1992282842131676,1.1885306343422346,1.160106590049535,2.421327933856403,2.3695083902521303,0.0266999999999999,0.0323999999999999,80.0597101286717,64.86589285178303,56.56486521598798,90.42553191489353,95.54817920244056,93.7062937062936,97.14989308125462,97.66081871345024,98.96826735642529,-0.0016474464579900872,0
2020-12-04,1.212,1.2142,1.2178,1.211,-0.0016,1.19889,1.1809883333333333,1.0,1.201550414356228,1.190044787924582,1.160691793136858,2.364864864864867,2.6422764227642186,0.0266999999999999,0.0261,75.76832093347006,63.68652474818224,56.437240756203735,84.6560846560846,91.27589935856014,89.8954703832752,94.27502168681424,96.2362102530824,97.87570781115642,-0.00099009900990088,0
2020-12-07,1.2108,1.2129,1.2167,1.2078,-0.001,1.2015699999999998,1.1813883333333337,1.0,1.2032321572005502,1.1913838346585306,1.161256115723318,1.8506056527590864,2.653666807969488,0.0268000000000001,0.03,73.15416384332919,62.97583278530485,56.360559251973214,79.47214076246367,84.85125244448058,87.80487804878064,90.46888071278316,95.45749513303056,96.45150803318776,-0.0005781301618765777,0
2020-12-08,1.2101,1.2109,1.2135,1.2095,-0.0006,1.2037,1.181815,1.0,1.2044808558913591,1.1925913298661537,1.1618054787378302,1.578107949299079,3.0398501362397683,0.0212999999999998,0.0305999999999999,71.55404408739514,62.554589412089726,56.315700410420106,74.07407407407399,79.40076649754074,86.58536585365844,88.09523809523812,95.00324464633351,95.56565001081547,-0.0016527559705808992,0
2020-12-09,1.2081,1.2103,1.2149,1.2058,-0.0017000000000000001,1.20538,1.18226,1.0,1.2051388820929303,1.1935918897485722,1.162325493740516,1.4102241249055592,3.4863799897207435,0.0167999999999999,0.0336999999999998,66.90802396328934,61.34183972303996,56.18728425118656,66.8941979522184,73.480137596252,83.10104529616714,85.83042973286875,93.70538611291366,94.72204196409255,0.0045526032613194545,1
2020-12-10,1.2136,1.2083,1.2159,1.2075,0.0046,1.20761,1.1827416666666666,1.0,1.206677267166943,1.1948827361975545,1.162900709974979,1.4546062531349342,4.198506053060869,0.0222999999999999,0.0462,72.38648712851275,63.36250208209261,56.46167628822267,84.5018450184502,75.15670568158085,92.68292682926833,87.45644599303131,97.27449707981832,95.3277092796885,-0.002059986816084325,0
2020-12-11,1.2111,1.2137,1.2163,1.2104,-0.0021,1.2090999999999998,1.1831983333333334,1.0,1.207481400409317,1.195929011756477,1.1634407424796605,1.5342052313883283,4.046391752577332,0.0149000000000001,0.0464,66.80108589220382,61.84251366360802,56.30059741921731,73.7254901960788,75.04051105558244,88.32752613240429,88.03716608594658,95.65217391304353,95.5440190352585,0.002642226075468379,1
2020-12-14,1.2143,1.2131,1.2178,1.2115,0.0026,1.21125,1.1838216666666668,1.0,1.2087211457894411,1.197114237307701,1.1640098640555272,0.6048053024026397,3.688839552557417,0.0214999999999998,0.0503,70.0840568114513,63.01724996381554,56.460389859346506,86.11111111111082,81.44614877521325,93.90243902439012,91.63763066202092,97.7287475665152,96.88513951979236,0.0006588157786380222,1
2020-12-15,1.2151,1.2144,1.2171,1.2121,0.0007000000000000001,1.21206,1.1845633333333334,1.0,1.2098809374640882,1.1982746095552157,1.1645808612231483,0.2971522905489102,3.659785019621239,0.0080999999999999,0.044,70.88384444943809,63.30938182527677,56.50035518607319,80.5755395683459,80.13738029184516,95.29616724738688,92.50871080139378,98.24789097988324,97.20960415314732,0.0037856966504814515,1
2020-12-16,1.2197,1.2152,1.2213,1.2125,0.0038,1.21288,1.18546,1.0,1.2116662215615268,1.1996568933233551,1.165196133278578,0.469522240527186,3.1807799678538267,0.0081999999999999,0.0475000000000001,75.13148012923024,64.95596955357375,56.729881078432754,89.67741935483846,85.45469001143171,96.81274900398398,95.33711842525368,98.98477157360404,98.32047004000084,0.005657128802164291,1
2020-12-17,1.2266,1.2199,1.2274,1.2191,0.005699999999999999,1.21414,1.18645,1.0,1.2143814540048856,1.2013951588744791,1.1658807291818094,1.2046204620462002,3.318733153638804,0.0125999999999999,0.0444999999999999,79.9954490020798,67.23747606476333,57.07135795685926,96.2962962962957,88.84975173982667,98.48771266540616,96.865542972259,99.51130116065966,98.91465457138231,-0.0008967878689057907,0
2020-12-18,1.2255,1.2268,1.2273,1.2225,-0.0009,1.21549,1.1874916666666666,1.0,1.2164030078221792,1.202950310420549,1.1665446326030602,1.2140733399405297,3.7416405654787113,0.0135,0.0383,77.31680002349088,66.52323002189229,56.99928652553857,91.20370370370368,92.39247311827928,96.40831758034024,97.23625974991012,98.83934025656689,99.11180433027688,-0.0010607915136680024,0
2020-12-21,1.2242,1.2242,1.2254,1.213,-0.0011,1.21683,1.188455,1.0,1.2178206427636011,1.2043212585524037,1.1671859063378551,1.1651929592595656,3.622820382596915,0.0133999999999998,0.0428999999999999,74.06034981637443,65.67036598661541,56.913919328647545,85.1851851851848,90.89506172839472,93.95085066162552,96.28229363579064,98.04520464263892,98.79861535328848,-0.006616565920601225,0
2020-12-22,1.2161,1.2244,1.2258,1.2152,-0.0066,1.2174299999999998,1.1891533333333335,1.0,1.2175077986247649,1.2050811775717325,1.1677293179328865,0.6621968380100991,3.260592680648721,0.006,0.0346999999999999,57.34053483416631,60.65782187471482,56.385103351172745,47.68518518518493,74.69135802469113,78.6389413988656,89.6660365469438,93.09712889431884,96.66055793117488,0.001973521914316212,1
2020-12-23,1.2185,1.2163,1.2222,1.2154,0.002,1.21847,1.1899316666666666,1.0,1.2176881988748074,1.2059469082814505,1.1682927022053493,0.40375741595253,3.2277194171467323,0.0103999999999999,0.0407999999999999,60.29180879530188,61.55722214265994,56.50544725233425,55.27638190954715,62.715584093305615,82.75193798449591,85.11391001499568,94.56322541233956,95.23518631643245,8.206811653677093e-05,1
2020-12-24,1.2186,1.2188,1.2216,1.2176,0.0001,1.21897,1.1906633333333334,1.0,1.2178539808975697,1.2067632369827237,1.1688503052322794,0.6192717364379358,2.991886409736298,0.0049999999999998,0.0382,60.41858323617724,61.59506584798908,56.51047229330376,48.23529411764662,50.39895373745955,81.47368421052606,80.95485453129587,94.6243127672571,94.0948890246385,0.001477104874446189,1
2020-12-25,1.2204,1.2187,1.2212,1.2165,0.0015,1.2199,1.1914816666666668,1.0,1.2183168934616475,1.2076430283501,1.169421031884328,0.502347031211397,2.9612756264236824,0.0092999999999998,0.0371999999999999,62.7942815544351,62.28637597550634,56.60117747727546,55.97484276729493,53.16217293149621,85.23206751054832,83.1525632351901,95.72388515577268,94.97047444512312,0.0008194034742707856,1
2020-12-28,1.2214,1.2202,1.2251,1.218,0.0008,1.22061,1.1922033333333333,1.0,1.2188774582868027,1.2085305751015958,1.169995866718335,0.5184758456094125,2.976140291712344,0.0071000000000001,0.0361,64.12349601349786,62.67253407976235,56.65165805562656,60.78431372549039,54.9981502034773,87.34177215189875,84.68250795765772,96.13402061855668,95.49407284719548,0.0027018175863762206,1
2020-12-29,1.2247,1.2217,1.2276,1.2208,0.0027,1.22157,1.193058333333333,1.0,1.2199361022346569,1.2095737640174096,1.1706001691094488,0.409936869722054,3.332770840364484,0.0095999999999998,0.0385999999999999,68.27883045151783,63.93323276612653,56.81824368605417,80.79470198675428,65.85128615984651,93.90756302520984,88.82713422921897,98.12903225806444,96.6623126774646,0.003919327182167143,1
