Date,Price,Open,High,Low,Change %,short_mavg,long_mavg,signal,EMA10,EMA30,EMA200,ROC10,ROC30,MOM10,MOM30,RSI10,RSI30,RSI200,%K10,%D10,%K30,%D30,%K200,%D200
10/22/2025,1.1611,1.1599,1.1623,1.1577,0.10%,1.1585800000000002,1.1644883333333333,0.0,1.1600106400813597,1.1599688452189716,,1.1146912827658209,-0.1118375774260219,0.011900000000000022,-0.006099999999999994,54.85405345308293,46.901333292321496,,70.40816326530607,74.46938775510192,70.99999999999989,71.99970045530806,,
10/21/2025,1.1599,1.1643,1.1656,1.1597,-0.36%,1.15974,1.1644150000000002,0.0,1.1599905237017556,1.1599643860016968,,0.6857638888888905,-0.10335027129446989,0.011599999999999833,-0.0025000000000001688,51.630123054575144,46.13049798347852,,57.317073170730914,67.4084121453455,64.99999999999945,69.21153846153817,,
10/20/2025,1.1641,1.1663,1.1677,1.1638,-0.09%,1.1609500000000001,1.1643700000000001,0.0,1.1607377012462388,1.1602321880503326,,0.9101941747572775,0.38806484994825363,0.0121,0.0029999999999998916,60.62884145286269,49.1560655907947,,76.9230769230767,68.2161044530379,82.69230769230741,72.89743589743559,,
10/17/2025,1.1652,1.1688,1.1729,1.1651,-0.31%,1.16211,1.1643933333333332,0.0,1.1615490283241043,1.1605538022979636,,0.7435587065536867,0.4915912031047898,0.011600000000000055,0.005600000000000049,62.65086899054338,49.91816354924358,,57.69230769230745,63.97748592870503,70.38461538461526,72.69230769230738,,
10/16/2025,1.1688,1.1648,1.1695,1.1641,0.34%,1.16333,1.16444,0.0,1.162867386852812,1.1610875387025035,,0.7499353504008407,0.8020698576972907,0.012199999999999989,0.009300000000000086,68.52840081049536,52.336891819835124,,73.02631578947391,69.21390013495268,84.23076923076927,79.10256410256399,,
10/15/2025,1.1648,1.1607,1.1649,1.1601,0.35%,1.1638,1.1643966666666665,0.0,1.1632187710705901,1.1613277781107676,,-0.03432887058015413,0.6654567453115583,0.0047000000000001485,0.005300000000000082,57.380484936894575,49.58436032224135,,46.710526315789856,59.143049932523745,68.8461538461539,74.48717948717947,,
10/14/2025,1.1607,1.1571,1.1617,1.1542,0.32%,1.1633499999999999,1.16426,0.0,1.1627608126843105,1.1612871615086786,,-0.3263203091455582,0.7464629806440556,-0.0044999999999999485,0.0036000000000000476,48.41133123086486,46.965282338425084,,34.75935828877068,51.498733464678146,53.076923076923165,68.71794871794877,,
10/13/2025,1.157,1.162,1.163,1.1557,-0.43%,1.1625999999999999,1.1640083333333335,0.0,1.161713392177899,1.1610098372495672,,-0.48167899535524245,0.4950925041257742,-0.007500000000000062,0.0049000000000001265,41.85174845678656,44.75820524855152,,14.973262032086158,32.1477155455489,38.846153846153804,53.58974358974362,,
10/10/2025,1.162,1.1565,1.1631,1.1556,0.48%,1.1625400000000001,1.1638416666666667,0.0,1.1617655026917553,1.1610738771036684,,0.017214666896193664,0.7893139040679925,-0.000600000000000156,0.010699999999999932,51.68198647371483,48.163596118015484,,41.71122994652386,30.481283422460233,58.076923076922604,49.99999999999986,,
10/09/2025,1.1565,1.1624,1.1649,1.1542,-0.54%,1.16201,1.16354,0.0,1.1608081385547508,1.1607781039332068,,-0.3961760399620995,0.23400936037442768,-0.00529999999999986,0.0036000000000000476,42.831944343077545,45.00648257082799,,12.299465240642625,22.994652406417543,36.92307692307709,44.6153846153845,,
